Salesman Code,Merge,Salesman BI,Product Group,April,May,June,July,August,September,October,November,December,January,February,March
5490000717,5490000717AJP,5490000717,AJP,20660.16,3265.9199999999996,9907.44,14072.159999999996,7321.3199999999988,9555.4799999999977,11892.84,11892.84,11434.8,12910.92,10221.119999999999,20698.68
5490000717,5490000717RDC,5490000717,RDC,8602.8480000000091,5421.8880000000045,6954.0480000000189,7028.3520000000226,6060.9600000000091,6981.9840000000158,5924.4480000000103,5204.7360000000072,7939.2960000000166,6175.2960000000085,6663.7440000000097,8435.5200000000114
5490000703,5490000717RKR,5490000717,RKR,3562.2,3544.2000000000016,3878.9999999999991,2691.0000000000018,2880,3970.8,3506.400000000001,2768.4000000000019,3796.2000000000021,2313.0000000000032,4633.2000000000016,3015.0000000000005
5490000717,5490000717ND,5490000717,ND,534.59999999999991,677.16,677.1600000000002,689.04,748.44000000000028,623.70000000000005,564.29999999999995,689.04000000000019,5518.4400000000005,3277.98,2614.8599999999997,4602.4199999999992
1190064716,1190064716BD,1190064716,BD,52537.999999476328,21763.999999787997,30825.999999693067,45721.999999547035,37311.999999638057,24554.999999756848,45292.999999549109,37671.999999627646,49396.999999510001,877.99999999126817,,
1190064716,1190064716YY,1190064716,YY,7583.9999998554922,7434.999999859373,4819.9999999288921,4093.9999999316442,5867.9999998769499,9180.9999998694675,5224.9999999105712,4540.9999999113752,5586.999999893188,,,
1190064716,1190064716AJ,1190064716,AJ,3694.2000000000003,4687.6000000000004,4089.4,5517.4,4061.4,4282,3910.7999999999997,2844.6000000000004,4357.2,,,
1190064716,1190064716RD,1190064716,RD,2169.8000000000002,2418.4,1587.56,2107.1800000000003,1908.1200000000003,2584.3600000000006,1802.1200000000003,1561.5600000000002,2665.92,,,
1190064716,1190064716PDC,1190064716,PDC,1012.5222000000001,1561.0062,1185.8003999999999,733.57199999999989,1402.4010000000005,1470.8267999999994,866.74919999999986,2920.1945999999994,767.50739999999985,,,
1190064716,1190064716AJP,1190064716,AJP,423.3599999999999,544.31999999999994,725.75999999999988,1179.3600000000001,655.19999999999993,423.35999999999996,503.99999999999989,302.39999999999998,433.43999999999994,,,
1190064716,1190064716TKM,1190064716,TKM,182.40000000000003,148.80000000000001,228.00000000000003,158.40000000000003,196.8,271.20000000000005,151.20000000000002,93.6,237.60000000000002,,,
1190064716,1190064716RDC,1190064716,RDC,205.05600000000001,172.8,134.78399999999999,126.72,142.84800000000001,294.91200000000003,119.80799999999999,93.311999999999998,162.43199999999996,,,
1190064716,1190064716RM,1190064716,RM,132.6,473.8,113.6,73.8,127.8,187.6,87.2,75.8,117.2,,,
1190064716,1190064716RKR,1190064716,RKR,48.599999999999994,73.8,43.199999999999996,61.199999999999989,68.399999999999991,43.199999999999996,46.8,61.199999999999989,52.199999999999996,,,
1190064716,1190064716QM,1190064716,QM,,,,,170,,23,16,20,,,
1190064716,1190064716STICK,1190064716,STICK,,,,1.44,,,,,,,,
